within,within,between,between,within_perm,within_perm,between_perm,between_perm
high,low,high,low,high,low,high,low
0.7999232025481385,0.6032446516227057,0.7197709400724329,0.5190183120383534,-0.004434789184758765,0.0095879469937611,-8.821337218077202e-05,0.002157310374533563
0.7940282086766989,0.6044574509073031,0.7213815961745251,0.5216766702104271,-0.021903731595575574,-0.04362971223918325,-0.0016454032221596083,-0.001957090176336508
0.802747195420433,0.6027146848996346,0.699788411469622,0.5162260546522267,0.010098469452820174,0.0035622908405920635,0.001134864665843847,-0.004934169580034219
0.8000406083144767,0.5925592794629184,0.7309319571682047,0.5227124423383812,-0.0035261586080339983,0.0019669065516926126,0.0005100115788553748,0.0018138057029738095
0.8030528815938042,0.5965967461201626,0.7207673257700068,0.4999231118002856,0.007954201628639919,0.019932215938111106,0.007831092869823536,0.0012828774323198283
0.7972609873649236,0.5921277412337986,0.7235449999228171,0.5114966852628722,-0.019214064999888963,0.004365816444311145,0.0010043526199739348,0.0002863808548095245
0.7958511946146358,0.5818057257895834,0.735345555612218,0.5185548591063187,-0.00035533855984009536,-0.027801862858006312,-0.003870827084416733,0.0021315661108841297
0.788658651296368,0.5910449256512118,0.6936272646484648,0.5080329986916432,-0.022864031615920807,0.003574907496232877,0.0052198584138958785,0.004157977924303619
0.8030109379223347,0.5970243263030782,0.7245293192017181,0.5365191279369024,-0.0009558494477302038,-0.0009012874839691507,-0.0003022736082354808,-0.006411877755318046
0.7916914653696054,0.5778658905574313,0.739722007321159,0.5006471702115367,0.015614484522307924,-0.011954115573260881,0.006304111275467972,-0.00017119825613496408
0.7962193006841074,0.6039873750052883,0.720079844188942,0.5282662731490136,0.002669215188742256,-0.011547408871466058,-0.0017475328016327647,-0.0032594334481215377
0.7986235740982095,0.5870475825476869,0.723505519020834,0.5103462802701886,0.006874264352989184,-0.02234406225555783,0.0004492344947352754,-0.00475280310892417
0.8093059508585029,0.5978044840573864,0.7294014354542001,0.5247027031619551,0.02347494010117739,-0.020333447965402093,-0.0022725821218645497,-0.00021963376714304646
0.7982529560569178,0.5979397497941956,0.7348968013644246,0.52211239058813,0.005006535116380986,0.004511851406673941,-0.006486342319202552,0.0020546134969750625
0.8068028138779579,0.5971226880384247,0.7252006233819296,0.5157996172777649,0.01178828356432804,-0.01701624355498407,-0.001550756197394672,-0.009724361388886582
0.7988169337606988,0.5992018606413083,0.7305089925605884,0.5283468144857335,-0.0063299399277288605,0.02285159285463667,-0.001820284420077389,-0.000496610643634876
0.804222554230129,0.5967116430667986,0.738138658038327,0.5256743031187601,-0.002528784356185304,-0.002540412913764839,-0.0024437846691607646,-0.0029669720716790516
0.7951821715875623,0.6064474287669409,0.7305320229043573,0.533852178451036,0.03340898343513597,-0.02879103453887917,-0.001751106337221859,0.0007460929437973279
0.8121434200538624,0.581537073204167,0.7346181069414159,0.5156699154905147,-0.03354779493034298,0.0025266907175103275,-0.0010842238569771928,-0.01066110193237931
0.801986948068752,0.6153249138314705,0.7222723544240853,0.5367063457879442,-0.011262103669296244,0.0023558674610154387,-0.00010391461072630967,-0.0005353695705907617
0.7995062022304967,0.6078701701113057,0.7348123636469265,0.512399342317824,0.0041342418525941605,-0.02980383259071171,-0.007600350817796328,0.006576580716893948
