within,within,between,between,within_perm,within_perm,between_perm,between_perm
high,low,high,low,high,low,high,low
0.5257653216362722,0.37985600610423587,0.3894179795941386,0.2948749440536704,0.020655689004654344,0.048730856132757294,-0.00038866633438466104,0.0010070340918725666
0.5259345166061618,0.3899149408031248,0.37170518319291235,0.3011173634217885,-0.002859186179355339,0.034045332735894204,-0.008112291556187978,-0.00025143513313039207
0.5463907949345516,0.39689907002651226,0.36737515875955773,0.2785879094918248,0.004465330997284642,-0.015174754265340066,-0.002854871917665447,0.0012209618804616769
0.5180404387911618,0.3765625976569223,0.36013132725292957,0.2652991281494447,0.02892533253291512,-0.03502263666634901,-0.005579045348213175,-0.004032870976727629
0.5221072212404088,0.3805767585250952,0.34839537356533173,0.2806163335876808,0.025446908874107377,-0.03494167366851382,-0.0036035676073157778,0.00451534096055233
0.5187254367439454,0.40965953253896437,0.37229395906031104,0.292553421825768,0.01719146037520684,-0.01410892528082999,-1.845629323611167e-06,0.0047607348678237625
0.5279940129159696,0.38027111620775245,0.36656690977026796,0.31154767219133456,-0.02492998086387786,-0.03913102710189652,-0.005087543747201754,-0.00044468281606609947
0.5424797803070779,0.3958373069538747,0.3600753270457657,0.2976474738219853,-0.027316539468931915,-0.021866310144706858,-0.007366730939323977,-0.0041835364918444045
0.5234079075779836,0.40481556190975837,0.3382962653638722,0.28369982634765495,-0.0018446812242022693,0.004287574954828563,-0.00988856251581487,0.0015191045054804848
0.5358060551232734,0.3894026765012062,0.35247143086791216,0.2683587819731862,-0.031327867390744245,0.014987793341863152,-0.0009388457897717706,-0.0012118029493328646
0.5284474355087602,0.38771778396160295,0.3696184709357589,0.26270535362249653,0.009979328464894124,-0.019830173781613378,0.004097911888909524,0.0045112585092479856
0.5193025036083337,0.3686892120313793,0.32900517906344,0.28323981157441647,0.007783075343006861,-0.00024760940947484095,0.0008559870521673175,-0.004995897638397076
0.5071302028266804,0.38969427906544135,0.35075856795388954,0.31124589196750724,-0.01141389045326557,0.036007829716516816,-0.010008928062690593,0.004917480192986757
0.48772399493287283,0.36924778407409764,0.3621919434181896,0.2718572474563024,-0.047866724480140024,-0.027181050068363345,0.00535911181982699,0.0010949474511671312
0.4890254131047026,0.37192319650076394,0.3349721715240502,0.2696111302510299,-0.0032148959433218,-0.039511132602555114,0.000584699648398478,0.010461921269543149
0.5332417208938074,0.3878990040504902,0.36918609150241066,0.29011723449273563,-0.018723116716638646,0.011698082276557482,-0.015297127907128404,-0.009153752360016379
0.5171373455680722,0.37427283664738087,0.3449818028614679,0.28895174829415127,0.009413873237099496,0.011882660166461965,0.0013615681407349253,0.004865405639850657
0.5386270034766151,0.3673277664036851,0.3717603483240635,0.28518990258444277,-0.012843625994124266,0.028488630319111575,0.00017230248033386865,0.003448768513518607
0.5264762130032289,0.37798174206150176,0.3343805081736469,0.28709475572192383,0.0018656568557776317,0.02283921050045809,0.010505838697519851,0.0012053987039944039
0.48071252338053366,0.38949996674287557,0.36263033755451896,0.2866377806717053,0.05274598613932672,-0.035621456743298405,-0.006482377631727962,-0.0043198058605981695
0.5087794010873843,0.3521898088112467,0.3551446962688171,0.2749537839513153,0.02144938747976228,0.0070176334177968445,-0.0008580311684558752,0.0002905364117745703
0.5320513923808418,0.3783098606289811,0.35728089806114366,0.27697429257503864,-0.013936929755813355,0.018452354626868346,0.0009261989246262897,-0.006731620969229837
0.5006718312483689,0.38464050938755695,0.3384270187774036,0.29849279096396675,0.04175246335064523,-0.01807342465555329,0.01019187804122332,-0.0009513993455210685
0.5098543572132905,0.36084400304864117,0.36482519553085546,0.2711743677169653,0.04497928843743678,0.0037987986886448073,0.0004960183279656712,-0.00048784391304327126
0.5303690784531037,0.3602188463091451,0.38463466719555733,0.26934297238301264,-0.02288101970381088,0.019291574004370763,-0.002583838830893206,-0.0026415625520025427
