within,within,between,between,within_perm,within_perm,between_perm,between_perm
high,low,high,low,high,low,high,low
0.770478716351385,0.5648376538992066,0.6931701132865895,0.47681909068728306,0.005683061918150983,0.014220272505764756,0.0043636037517669314,3.647027550130004e-05
0.7673888898333403,0.552533100856857,0.6745921783416234,0.4626931509207867,-0.021331559759517855,-0.03803932320997537,0.0007039816505473395,-0.003758423582479369
0.7674968881565578,0.5475028206532521,0.684366697351457,0.46556700618398733,-0.027146675092037085,-0.019939867913000817,0.00525548104720743,0.0009345580479644862
0.7618496331446468,0.5348363096949202,0.6794186105388619,0.4469993132352918,0.03429309341896213,-0.024021619345836725,-0.002595181212759506,0.002281259121172043
0.7676707998884282,0.5578131207622866,0.6749406179995732,0.4600326883212078,-0.004753642591483117,0.01216862405195096,-0.003141436990192078,0.004280842891094497
0.7636517259757987,0.5620632008660965,0.6810706734662896,0.47077448682871886,0.009352579208711116,-0.005103751459947852,0.0025434601436636227,-0.004049042319587383
0.7678716043583508,0.5527267419871681,0.69176390014889,0.45583615234704106,-0.006941986327572441,0.006839951398870665,0.0004954448514255231,0.0018257379323071978
0.775411431095522,0.5395712836439605,0.6869817705766431,0.4452424453079932,0.008604607121515577,-0.028994746391702686,0.0019064772193908071,0.006357318177239362
0.7757675581868294,0.5562447346541424,0.6760093616336744,0.46490232683314303,0.012825207020094778,0.01884736643339304,0.0074120795896631085,-0.0047360153343302906
0.7722293155093927,0.5327730281463422,0.6756888547645526,0.4721252140600954,0.017221878823652004,-0.0015418553101323002,-0.00020547277732055146,0.0018688998107773145
0.7747023996498592,0.5518994264055819,0.6692474489923369,0.45192254146888455,-0.017575882106057632,0.012067968301251893,0.004708200593356829,0.0023074396413155507
0.7593687080966528,0.5270635571968666,0.6796629111242869,0.4459692390848991,0.03670800707787717,0.007224448905193083,0.006520058405279819,-0.0007863403038005574
0.7607242273670959,0.5620213815118351,0.691721465084088,0.45124037855731497,-0.013022763963340676,-0.004428878980558892,0.0008093421212017524,-0.001954804630953946
0.7704331604772475,0.540376595596568,0.6791383439470315,0.4747598139878906,0.019691136479232135,0.029450034955338274,0.009397234605314959,0.005501165469276529
0.7660505292003222,0.5467075498844808,0.6595813875578126,0.44134709258268046,0.013819966540301598,-0.0018036927401022201,-0.002716544267029097,-0.001264627135562194
0.7746321342505358,0.562620083188811,0.6833018223316608,0.465798482248746,-0.0326588166698899,-0.008816427255064478,-0.004045495049388291,0.0021667099990324186
0.7801802182418879,0.5433327391329877,0.6705743007969717,0.46661237450170256,0.007276780628605909,0.02490268570946674,0.006587805357298685,-0.0030708217633426114
0.762508275187055,0.5617725910806715,0.6605516129112018,0.4604261967967607,-0.022687305797659235,-0.016807503685347898,-0.000508280033120176,0.0016505095532022356
0.7713479208186172,0.5389713591808823,0.6902226442310692,0.4480494121443468,-0.002466276943020971,0.007112866228483213,-0.002327473157871289,0.00133611179921771
0.7712937639965844,0.5521981385430719,0.6808761365876109,0.46110718863832684,0.0023492134183876793,-0.024001776053234114,0.002428382343304682,-0.004007427090105365
0.7626128347163422,0.5427791535914667,0.6740196728385822,0.4586728241815844,0.012585115078023526,0.012257878847567643,0.003086743334444579,0.0003136416533931144
0.7704910994942306,0.5431264634077593,0.6815511750423768,0.4392781135229319,0.007818097401946486,-0.03087751393298838,-0.0001121187949973288,-0.004217233437845088
0.7669724860848723,0.5488967244075031,0.6698760462685538,0.4588275688272336,-0.01675351629527607,-0.0036968014489933824,-0.001124681112345705,-0.0056619600398900675
0.770170723150935,0.5467354620135813,0.6951005500998033,0.47077512914057457,0.021315198277031096,-0.014089999460880458,0.0018056559999774361,0.00412175449322027
0.755689948226336,0.5399320411419513,0.6826740923176855,0.4505833770565624,-0.007958018707442992,-0.0007265489109899089,0.007907786861194368,0.005539762193989944
0.7653622265973353,0.5594110739503848,0.6937656960665357,0.46515468138992744,-0.013927963474454836,0.0028627127534037672,0.0007702509049114425,-0.006251762144151336
