within,within,between,between,within_perm,within_perm,between_perm,between_perm
high,low,high,low,high,low,high,low
0.4458693176179179,0.3578145165259539,0.31955797449393597,0.27082462201815477,-0.02971637761533221,-0.028037140182147768,-0.002292656228268712,-0.005814661771067541
0.4580430638675468,0.362383413766241,0.2988105927316651,0.2805633357270955,0.04776671938736389,0.024615517028941655,-0.0104677272580153,3.811506081738229e-07
0.45005234058900684,0.34413333731106804,0.30492380736969404,0.2665402296810533,-0.02525798392057253,-0.006134358670488864,-0.0013669008347821805,-0.0012334821712742133
0.45623728352036536,0.3288764449857938,0.29199158511506906,0.266364768088247,0.036067568093137964,0.03590747280832653,-0.00802042223611526,0.005362739446792773
0.44813431248825025,0.3389355278560268,0.2928314390138618,0.2521015505152333,0.014775388604473748,0.013284208494473452,-0.0033687020214850385,-0.007956730176005032
0.48406539215759636,0.3095198866897973,0.3041948708420146,0.25148651843755676,-0.007101425968208133,-0.007679970468466667,-0.00016803645536042083,-0.013812147140514323
0.4612343302405468,0.36954467216227177,0.3043458664328948,0.2612499086055665,-0.007555886695355306,-0.015935025469648912,0.0033848150694629183,0.007920959334189364
0.44994560682323576,0.3209176095963397,0.310686490061625,0.2594339953935932,-0.010305008195303469,-0.06248093133379177,0.0076244430231401485,-0.0016720418185403804
0.4721536571609203,0.36374550217290075,0.32165061291299435,0.2632485105391633,-0.01380229634877519,-0.02855862335049696,-0.002328775155124032,-0.0019348538534057188
0.45834258413460766,0.35924845658545407,0.29769104190526796,0.26968691881212326,-0.030679065521743105,-0.00660144708706298,0.0037267009107975844,0.0032456408728013496
0.472089006589294,0.31167899605234844,0.30922826499853867,0.25191623064190966,0.0020827065416304407,-0.013840035635076542,0.012373716332477113,0.00035056370069286123
0.4440759023915447,0.3656026018012084,0.2837933353866601,0.2634561307808529,0.015617959053936736,0.0015365702598897843,-0.00632938641012124,-5.2888382532711425e-05
0.46799018909553336,0.34163670939709234,0.30624097608747053,0.2576259569450447,0.035844719575604554,0.01819677831619742,0.0028270487473469287,-0.006757139911846317
0.44096229091128364,0.36291049250429286,0.29638006283203544,0.2608017563634029,0.004613999036570146,0.03072332519703104,-0.00036953784761443347,-0.0017447492687609465
0.4871624355128087,0.3344595131959891,0.32453691841666615,0.26665369456396276,-0.012116436096585461,-0.01564430842895325,-0.0024635908583008595,-0.008031295026541142
0.47600604863264184,0.3466334457435119,0.32050828049055363,0.27962153714960486,0.03876125306268894,0.02017360762539255,0.006185622444057183,-0.009067261718997242
0.47381991573769233,0.33999954334457394,0.2971132824674145,0.28190668555453197,-0.011272534558475924,-0.011108258180867775,0.0003755237459718276,0.001434314855724734
0.4596170283384075,0.32273835795803424,0.27993929482703905,0.2555770668467321,-0.005962802988754258,-0.004382660799508406,-0.008772177923206042,0.004697326093772705
0.44771064281809353,0.34310406855388303,0.2944559643802565,0.26603058091213305,-0.013137431065249458,0.032764824048533064,-0.003390034992173244,-0.0024271169620208788
0.4812712592719218,0.3241935980082709,0.2995064104184745,0.2596833843596073,0.001702876343559969,0.02110255340758051,0.0038766617441275504,0.002435642202798459
0.4781028573301433,0.3237602587712309,0.2995761721444578,0.25415454157958156,-0.01909135107158327,0.010066258866981455,0.00670238741547025,0.005155735940024056
